intent,utterance
scam_signs,Paano ko malalaman kung fake ang virus alert sa computer ko?
scam_signs,Ano ang red flags ng tech support scam?
scam_signs,Paano ko matutukoy kung scam ang pop-up na nagsasabing may virus ang device ko?
scam_signs,Paano ko malalaman kung hindi legit ang technician na nag-aalok ng tulong online?
scam_signs,Paano ko malalaman kung hindi totoo ang support message na natanggap ko?
scam_signs,Paano ko malalaman kung kahina-hinala ang tech support call na natanggap ko?
scam_signs,Paano ko malalaman kung scam ang tech support na tumatawag o nagpapakita sa screen ko?
scam_signs,Paano ko malalaman kung romance scam ang kausap ko online?
scam_signs,Ano ang mga palatandaan na romance scam ang nangyayari sa akin?
scam_signs,Paano ko matutukoy kung peke ang taong kausap ko sa online dating?
scam_signs,Ano ang mga senyales na love scam ang nangyayari sa akin?
scam_signs,Paano ko malalaman kung niloloko lang ako ng ka-date ko online?
scam_signs,Ano ang mga red flags ng romance scam?
scam_signs,Paano ko makikilala kung scammer ang nagpapanggap na may gusto sa akin?
scam_signs,Paano ko masisigurong hindi romance scam ang kausap ko?
scam_signs,Paano ko malalaman kung pera lang ang habol ng kausap ko online?
scam_signs,Ano ang mga karaniwang kilos ng romance scammer?
scam_signs,Ano ang mga indikasyon na peke ang profile ng kausap ko?
scam_signs,Paano ko malalaman kung scripted o paulit-ulit lang ang mga mensahe niya?
scam_signs,Paano ko makukumpirma kung totoo ang pagkakakilanlan ng kausap ko online?
scam_signs,Ano ang mga dapat gawin kapag pinaghihinalaan kong romance scam ang kausap ko?
scam_signs,Paano ko malalaman kung scam ang nagbebenta sa GCash?
scam_signs,"May humihingi ng GCash payment sa akin, legit ba ito?"
scam_signs,Paano ko malalaman kung scam ang transaksyon sa GCash na hinihiling sa akin?
scam_signs,Ano ang mga red flags kapag may humihingi ng GCash sa akin online?
scam_signs,Paano ko masisigurong hindi scam ang taong hinihingian ko ng GCash?
scam_signs,"May nagpadala sa akin ng GCash request, paano ko malalaman kung legit ito?"
scam_signs,Paano ko malalaman kung scam ang seller na nagtatanggap lang ng GCash payment?
scam_signs,Paano ko matutukoy kung scam ang online seller na nakausap ko?
scam_signs,Ano ang mga palatandaan ng scam sa online marketplace?
scam_signs,Paano ko malalaman kung legit ang seller bago ako magbayad online?
scam_signs,Ano ang mga red flags ng pekeng online seller?
scam_signs,Paano ko malalaman kung totoo ang item na ibinebenta online?
scam_signs,"May nagbebenta ng murang gadget online, paano ko malalaman kung scam ito?"
scam_signs,Paano ko masisigurong hindi scam ang seller bago ako mag-order?
scam_signs,Paano ko malalaman kung scam ang crypto investment na inaalok sa akin?
scam_signs,Ano ang mga palatandaan na scam ang isang cryptocurrency opportunity?
scam_signs,Paano ko matutukoy kung panloloko ang crypto trading platform?
scam_signs,Ano ang mga red flags ng scam sa cryptocurrency?
scam_signs,Paano ko malalaman kung legit ang isang crypto project bago mag-invest?
scam_signs,"May nag-aalok sa akin ng malaking kita sa crypto, paano ko malalaman kung scam ito?"
scam_signs,Paano ko matutukoy kung Ponzi scheme ang isang crypto investment?
scam_signs,Paano ko malalaman kung scam ang job offer na natanggap ko online?
scam_signs,Ano ang mga palatandaan ng pekeng job offer?
scam_signs,Paano ko matutukoy kung scam ang recruiter na nakausap ko?
scam_signs,Ano ang mga red flags ng fake online job posting?
scam_signs,"May nag-aalok ng trabaho sa akin online, paano ko malalaman kung totoo ito?"
scam_signs,Paano ko malalaman kung scam ang job offer sa abroad?
scam_signs,Ano ang mga senyales na scam ang placement agency na nakausap ko?
scam_signs,Paano ko malalaman kung scam ang nagpadala ng delivery notification sa akin?
scam_signs,"May text na may package daw ako at kailangan akong magbayad, scam ba ito?"
scam_signs,Ano ang mga palatandaan ng parcel scam sa text o email?
scam_signs,Paano ko matutukoy kung pekeng delivery notification ang natanggap ko?
scam_signs,Paano ko malalaman kung legit ang delivery fee na hinihingi sa akin?
scam_signs,"Nakatanggap ako ng text tungkol sa package, paano ko malalaman kung totoo ito?"
scam_signs,Paano ko malalaman kung scam ang loan offer na natanggap ko?
scam_signs,Ano ang mga palatandaan ng pekeng online loan?
scam_signs,Paano ko matutukoy kung scam ang nagpapautang online?
scam_signs,Ano ang mga red flags ng loan scam?
scam_signs,"May nag-aalok ng mabilis na loan sa akin online, paano ko malalaman kung legit ito?"
scam_signs,Paano ko malalaman kung scam ang nagtatanggap ng processing fee para sa loan?
scam_signs,Paano ko malalaman kung scam ang QR code na pinapadala sa akin?
scam_signs,"May nagpadala sa akin ng QR code para sa payment, ligtas ba ito?"
scam_signs,Ano ang mga red flags ng scam na gumagamit ng QR code?
scam_signs,Paano ko matutukoy kung pekeng QR code ang ibinigay sa akin?
scam_signs,Paano ko malalaman kung scam ang QR code na hinilingang i-scan ko?
scam_signs,Paano ko malalaman kung na-SIM swap na ang aking numero?
scam_signs,Ano ang mga palatandaan na may nag-SIM swap sa aking number?
scam_signs,Paano ko matutukoy kung may nag-hijack ng aking SIM card?
scam_signs,"Biglang nawalan ng signal ang aking phone, posible bang SIM swap ito?"
scam_signs,Ano ang mga red flags ng SIM swap scam?
scam_signs,Paano ko malalaman kung scam ang investment group o negosyo na inimbitahan ako?
scam_signs,Ano ang mga palatandaan ng pyramid scheme o MLM scam?
scam_signs,Paano ko matutukoy kung panloloko ang negosyo na sinalihan ko?
scam_signs,Ano ang mga red flags ng fake online investment group?
scam_signs,"May nag-imbita sa akin sa isang negosyo online, paano ko malalaman kung legit ito?"
scam_signs,Paano ko malalaman kung scam ang paluwagan na sinalihan ko online?
scam_signs,Paano ko malalaman kung scam ang mensaheng nagmumula raw sa gobyerno?
scam_signs,Ano ang mga palatandaan ng government impersonation scam?
scam_signs,Paano ko matutukoy kung pekeng government official ang tumawag o nag-message sa akin?
scam_signs,"Nakatanggap ako ng mensahe mula raw sa BIR o SSS, paano ko malalaman kung totoo ito?"
scam_signs,Ano ang mga red flags ng pekeng government notice o demand?
scam_signs,"May nagpadala ng official-looking na mensahe mula sa gobyerno, legit ba ito?"
scam_signs,Paano ko malalaman kung scam ang travel package na inaalok sa akin?
scam_signs,Ano ang mga palatandaan ng pekeng travel agency?
scam_signs,Paano ko matutukoy kung scam ang murang flight o hotel deal na nakita ko online?
scam_signs,Ano ang mga red flags ng travel scam?
scam_signs,"May nag-aalok ng mura at all-inclusive na travel package, paano ko malalaman kung legit ito?"
scam_signs,Paano ko malalaman kung scam ang mensaheng nagmumula raw sa aking bangko?
scam_signs,Ano ang mga palatandaan ng fake bank message o alert?
scam_signs,Paano ko matutukoy kung pekeng bank notification ang natanggap ko?
scam_signs,"Nakatanggap ako ng SMS mula raw sa bangko ko, paano ko malalaman kung totoo ito?"
scam_signs,Ano ang mga red flags ng fake bank alert sa text o email?
scam_signs,Paano ko malalaman kung scam ang nagpupunta sa bahay namin na nagpapanggap na collector?
scam_signs,Ano ang mga palatandaan ng door-to-door scam?
scam_signs,"May pumunta sa aming bahay na nagpapanggap na Meralco o NAWASA collector, legit ba siya?"
scam_signs,Paano ko matutukoy kung pekeng utility collector ang pumunta sa aming tahanan?
scam_signs,Paano ko malalaman kung scam ang video o larawan na mukhang totoo pero gawa ng AI?
scam_signs,Ano ang mga palatandaan ng deepfake na video o larawan?
scam_signs,Paano ko matutukoy kung AI-generated ang video na nakita ko online?
scam_signs,"May video na kumakalat ng mukha ng isang tao, paano ko malalaman kung deepfake ito?"
scam_signs,Ano ang mga red flags ng AI-generated na scam content?
scam_signs,Paano ko malalaman kung scam ang scholarship o grant na inaalok sa akin?
scam_signs,Ano ang mga palatandaan ng pekeng scholarship offer?
scam_signs,"May nag-aalok ng scholarship sa akin pero may bayad, paano ko malalaman kung legit ito?"
scam_signs,Paano ko matutukoy kung scam ang nagpapanggap na school official na nag-contact sa akin?
emotional_support,Ano ang karaniwang nararamdaman ng isang tao matapos ma-scam?
emotional_support,Ano ang nararamdaman ng biktima ng scam?
emotional_support,Normal lang ba matakot matapos ma-scam?
emotional_support,Normal ba magalit matapos ma-scam?
emotional_support,Normal lang ba ma-depress matapos ma-scam?
emotional_support,Bakit nakakaramdam ng hiya ang mga na-scam?
emotional_support,Bakit nahihiya ang ibang biktima na magsabi na na-scam sila?
emotional_support,Ano ang pakiramdam kapag naloko ka online?
emotional_support,Ano ang pakiramdam ng isang taong naloko sa internet?
emotional_support,Bakit nalulungkot ang mga taong nabiktima ng scam?
emotional_support,Bakit nakakaramdam ng stress ang mga biktima ng scam?
emotional_support,Ano ang emosyon ng taong nawalan ng pera dahil sa scam?
emotional_support,Ano ang nararanasan ng isang taong naloko online?
emotional_support,Ano ang karaniwang reaksyon ng mga biktima ng scam?
emotional_support,Ano ang epekto ng scam sa emosyon ng tao?
emotional_support,Ano ang emotional impact ng panloloko?
emotional_support,Ano ang mental effect ng pagiging biktima ng scam?
emotional_support,Paano naaapektuhan ang isip ng taong na-scam?
emotional_support,Paano naaapektuhan ang tiwala ng tao matapos ma-scam?
emotional_support,Ano ang epekto sa damdamin at isip ng isang tao kapag naging biktima ng scam?
emotional_support,Paano naapektuhan ng scam ang emosyon at isip ng tao?
emotional_support,Ano ang nararamdaman ng taong nabiktima ng scam emotionally at mentally?
emotional_support,Paano naaapektuhan ng panloloko ang tiwala at kumpiyansa sa sarili?
emotional_support,Ano ang psychological effect ng pagiging biktima ng online scam?
emotional_support,"Paano nakakaapekto ang scam sa stress, takot, o kaba ng isang tao?"
emotional_support,Ano ang karaniwang reaksyon ng tao pagkatapos maloko ng scammer?
emotional_support,Paano naapektuhan ng panloloko ang kakayahan ng tao na magtiwala muli sa iba?
emotional_support,Paano nakakaapekto ang scam sa desisyon at pakikipag-ugnayan sa iba?
emotional_support,Ano ang epekto sa emosyonal na kalagayan ng isang biktima ng scam?
emotional_support,Paano nakakaapekto sa mental health ng isang tao ang pagiging biktima ng scam?
emotional_support,Ano ang mga damdaming nararanasan ng taong nabiktima ng scam?
emotional_support,Paano nakakaapekto ang panloloko sa pakiramdam ng isang tao sa seguridad at tiwala?
emotional_support,Ano ang psychological at emotional impact ng online scams sa tao?
emotional_support,Paano nararamdaman ng isang tao ang trauma mula sa scam?
emotional_support,Paano nakakaapekto ang scam sa pagkilos at pagpapasya ng biktima?
emotional_support,Ano ang epekto ng panloloko sa tiwala sa sarili at tiwala sa iba?
emotional_support,Paano nakakaapekto ang scam sa stress at anxiety ng biktima?
emotional_support,Ano ang mga emosyonal na hamon na nararanasan ng biktima ng scam?
emotional_support,Paano ko maibabalik ang tiwala sa sarili at makabawi mula sa emosyonal na epekto ng scam?
emotional_support,Paano ako makaka-recover matapos ma-scam?
emotional_support,Paano ko malalampasan ang trauma ng panloloko?
emotional_support,Ano ang dapat gawin para gumaan ang pakiramdam matapos ma-scam?
emotional_support,Paano ko matatanggap na nabiktima ako ng scam?
emotional_support,Paano ko maibabalik ang kumpiyansa ko matapos maloko?
emotional_support,Paano ako makaka-move on matapos ma-scam?
emotional_support,Ano ang paraan para maka-recover emotionally matapos maloko?
emotional_support,Paano ko haharapin ang hiya matapos ma-scam?
emotional_support,Paano ko maaalis ang takot matapos ma-scam?
emotional_support,Ano ang makakatulong para gumaling ang emosyon matapos ang scam?
emotional_support,Paano ko mapapatawad ang sarili ko matapos maloko?
emotional_support,Paano ko maibabalik ang tiwala ko sa ibang tao matapos ma-scam?
emotional_support,Ano ang coping strategies matapos maging biktima ng scam?
emotional_support,Paano ko haharapin ang stress matapos ma-scam?
emotional_support,Ano ang pwede kong gawin para bumuti ang pakiramdam ko matapos ma-scam?
emotional_support,Paano ako magiging okay ulit matapos maloko online?
emotional_support,Ano ang steps para maka-recover sa emotional damage ng scam?
emotional_support,Paano ko maibabalik ang peace of mind ko matapos ma-scam?
emotional_support,Paano ko mapapalakas ang sarili ko matapos maloko?
emotional_support,Paano ako magsisimula ulit matapos ma-scam?
emotional_support,Paano makaka-recover emotionally matapos ma-scam at hindi mawalan ng tiwala sa sarili?
emotional_support,Paano makakatulong ang pamilya at kaibigan sa pag-recover mula sa scam?
emotional_support,Paano makaka-recover at matuto mula sa karanasan ng pagiging biktima ng scam?
emotional_support,Paano ko maiiwasan ang stress at kaba pagkatapos ma-scam?
emotional_support,Ano ang hakbang para makabawi sa emotional na epekto ng scam?
emotional_support,"Naiiyak ako dahil na-scam ako, normal lang ba ito?"
emotional_support,"Hindi ko maatim na sabihin sa pamilya ko na na-scam ako, ano ang gagawin ko?"
emotional_support,"Nahihiya akong aminin sa kaibigan ko na naloko ako online, paano ko ito haharapin?"
emotional_support,"Pakiramdam ko tanga ako dahil na-scam ako, tama ba ang nararamdaman ko?"
emotional_support,"Galit na galit ako sa sarili ko dahil naniwala ako sa scammer, normal ba ito?"
emotional_support,"Hindi ko matanggap na niloko ako ng taong nagtitiwala ako, paano ko ito lampasan?"
emotional_support,"Nag-aalala ako na manloloko ulit ang susunod na makakausap ko online, normal ba ito?"
emotional_support,"Takot na akong makipag-transact online matapos ma-scam, ano ang gagawin ko?"
emotional_support,Paano ko matatanggap ang nangyari kahit paulit-ulit itong naiisip ko?
emotional_support,"Hindi ko matulog sa gabi dahil nag-aalala ako sa nangyari, ano ang magagawa ko?"
emotional_support,"Pakiramdam ko ay kasalanan ko ang nangyari, tama ba ang nararamdaman ko?"
emotional_support,"Bakit ko pa pala pinagkatiwalaan ang taong iyon, paano ko mapapalayas ang galit sa sarili?"
emotional_support,"Naiiyak ako tuwing naiisip ko ang nawala kong pera, paano ko ito haharapin?"
emotional_support,"Nakakahiya pa ring pag-usapan ang nangyari sa akin, may magagawa ba ako para gumaan?"
emotional_support,Paano ko sasabihin sa asawa ko na na-scam ako at nawalan ng pera?
emotional_support,"Takot akong husgahan ng aking pamilya dahil na-scam ako, paano ko ito haharapin?"
emotional_support,Paano ko makukuha ang lakas para harapin ang mga taong nakakaalam na na-scam ako?
emotional_support,"Nararamdaman ko na walang naniniwalang niloko talaga ako, paano ko ito haharapin?"
emotional_support,"Pakiramdam ko ay mag-isa lang ako sa sitwasyong ito, may makakatulong ba sa akin?"
emotional_support,Paano ko malalaman kung kailangan ko ng propesyonal na tulong matapos ma-scam?
emotional_support,May therapist ba o counselor na makakatulong sa mga na-scam?
emotional_support,Paano ko mahahanap ang suporta mula sa ibang mga nabiktima rin ng scam?
emotional_support,May mga grupo ba para sa mga nabiktima ng online scam na maaari akong sumali?
emotional_support,Paano ko mapapalakas ang aking loob para muling magtiwala pagkatapos ng scam?
emotional_support,Gaano katagal bago mawala ang trauma ng pagiging biktima ng scam?
emotional_support,Paano ko malalaman kung okay na ang aking mental health matapos ang scam?
emotional_support,Bakit parang hindi ko maitigil ang pag-iisip sa nangyari sa akin?
emotional_support,Ano ang dapat kong gawin kapag hindi ko mapigilan ang pag-aalala tungkol sa scam?
emotional_support,Paano ko mapipigilan ang sarili ko sa paulit-ulit na pagbabalik-tanaw sa nangyaring scam?
emotional_support,Paano ko mapapawi ang pagkabigo sa sarili ko matapos maloko?
emotional_support,"Gusto ko nang sumuko sa lahat, nakakaapekto sa akin ang nangyaring scam, ano ang gagawin ko?"
emotional_support,"Pakiramdam ko ay hindi ko na kayang harapin ang araw-araw pagkatapos ng scam, may makakatulong ba?"
emotional_support,"Nakakaramdam ako ng matinding lungkot matapos ma-scam, normal ba ito?"
emotional_support,Paano ko haharapin ang aking mga kasamahan na nakakaalam na na-scam ako?
emotional_support,"Pakiramdam ko ay nagkamali lang talaga ako, paano ko matatanggap ito?"
emotional_support,Ano ang unang hakbang para makabalik sa normal na buhay matapos ma-scam?
emotional_support,Paano ko masisigurado na hindi na maulit ang pakiramdam na ito sa hinaharap?
emotional_support,Okay lang bang magtaas ng boses o umiyak dahil sa nangyaring scam?
emotional_support,Paano ako muling magtitiwala sa mga tao online pagkatapos ng scam?
emotional_support,May nagawa bang masama ang taong na-scam para pagtratuhin ng ganun ang sarili niya?
emotional_support,Paano ko malalaman kung kailangan ko nang humingi ng tulong sa isang eksperto?
emotional_support,Sino ang maaari kong kausapin kung hindi ko kayang pangasiwain ang aking emosyon matapos ma-scam?
emotional_support,Paano ko mapapalakas ang sarili ko nang hindi umaasa sa iba matapos ma-scam?
emotional_support,Ano ang mga simpleng bagay na maaari kong gawin para mapabuti ang aking pakiramdam araw-araw?
emotional_support,Paano ko gagamitin ang masamang karanasang ito para lumago bilang tao?
emotional_support,"Naloko ako online at hindi ko alam kung paano sisimulan ang pag-recover, may makakatulong ba?"
emotional_support,Paano ko malalampasan ang sakit ng pagiging biktima ng scam?
emotional_support,"Hindi ko maalis sa isip ko na niloko ako, paano ko ito haharapin?"
emotional_support,"Nakakaramdam ako ng kahihiyan matapos ma-scam, paano ko ito mapapawi?"
emotional_support,Paano ko matatanggap na nangyari ito sa akin kahit ayaw ko?
emotional_support,Paano ako makakabalik sa dati pagkatapos ng traumang dulot ng scam?
emotional_support,"Nag-aalala ako na palagi na akong maging paranoid dahil sa scam, ano ang gagawin ko?"
emotional_support,Paano ko masisigurong hindi permanenteng masisira ang aking tiwala sa ibang tao?
emotional_support,Paano ko mapapawi ang damdamin ng pagkabigo sa sarili ko?
emotional_support,"Hindi ko maatim na tingnan ang aking account dahil sa nangyaring scam, paano ko ito haharapin?"
emotional_support,Paano ko matatanggap na wala nang mababago sa nangyari at sisimulan ang pag-move on?
emotional_support,Bakit kahit matagal na ang nangyari ay nararamdaman ko pa rin ang epekto ng scam?
emotional_support,Paano ko mahaharap ang bawat araw nang may positibong pananaw matapos ma-scam?
emotional_support,"Natatakot akong magtiwala ulit sa kahit sino pagkatapos ng scam, paano ko ito malampasan?"
emotional_support,Paano ko malalaman kung ang nararamdaman ko matapos ma-scam ay normal pa o kailangan ko nang humingi ng tulong?
emotional_support,Paano ko mapapalakas ang aking sarili pagkatapos ng isang masamang karanasan sa scam?
emotional_support,May paraan ba para mabilis na mabawi ang lakas ng loob matapos maloko?
emotional_support,Paano ko malalaman kung kaya ko nang harapin ang mundo pagkatapos ng scam?
emotional_support,Paano ako muling magiging masaya at kumpiyansa pagkatapos ng scam?
emotional_support,Ano ang mga simpleng paraan para maalis ang pag-aalala at takot matapos ma-scam?
emotional_support,Paano ko haharapin ang nararamdamang kahihiyan sa mga kamag-anak ko?
emotional_support,Paano ko sasabihin sa mga magulang ko na na-scam ako at nawalan ng pera?
emotional_support,Paano ko sasabihin sa aking mga anak na na-scam ako para hindi sila matakot?
emotional_support,"Natatakot akong malaman ng aking boss na na-scam ako, paano ko ito haharapin?"
emotional_support,Paano ko haharapin ang mga kaibigan na malamang ay huhusga sa akin dahil na-scam ako?
emotional_support,Paano ko maipapaliwanag sa pamilya ko ang nangyari nang hindi sila mainis o mabigo sa akin?
emotional_support,"Pakiramdam ko ay pabigat ako sa pamilya ko dahil sa nangyaring scam, paano ko ito haharapin?"
emotional_support,Paano ko mahaharap ang asawa ko na baka magalit dahil na-scam ako?
emotional_support,"Hindi makapaniwala ang aking pamilya na na-scam ako, paano ko ito haharapin?"
emotional_support,"Pinagtatawanan ako ng aking mga kaibigan dahil na-scam ako, paano ko ito haharapin?"
emotional_support,"Nararamdaman ko na walang nakakaalam ng nararamdaman ko, paano ko makukuha ang suporta?"
emotional_support,Paano ko mahahanap ang tamang tao na makakausap tungkol sa aking karanasan sa scam?
emotional_support,May hotline ba o serbisyo para sa mga nabiktima ng scam na kailangan ng emosyonal na tulong?
emotional_support,Paano ako makakakuha ng libreng counseling matapos maging biktima ng scam?
emotional_support,Sino ang maaari kong lapitan para sa emosyonal na suporta matapos ma-scam?
emotional_support,Paano ko mahahanap ang isang support group para sa mga nabiktima ng online scam?
emotional_support,Paano ko malalaman kung ang isang therapist ay may karanasan sa pagtulong sa mga biktima ng scam?
emotional_support,Okay lang bang humingi ng propesyonal na tulong dahil sa scam o exaggerated na iyon?
emotional_support,Paano ko malalaman kung ang lungkot at takot ko matapos ma-scam ay kailangan nang gamutin?
emotional_support,"Nakakaramdam ako ng matinding anxiety matapos ma-scam, paano ko ito haharapin?"
emotional_support,"Hindi ko mapigilan ang pag-iyak tuwing naiisip ko ang scam, normal ba ito?"
emotional_support,Paano ko mapipigilan ang mga panic attacks na dulot ng pag-iisip sa scam?
emotional_support,Paano ko malalaman kung may PTSD na ako dahil sa nangyaring scam?
emotional_support,"Hindi ako makatulog nang maayos dahil sa pag-aalala tungkol sa scam, ano ang maaari kong gawin?"
emotional_support,Paano ko mapapababa ang anxiety at stress na dulot ng masamang karanasan sa scam?
emotional_support,"Pakiramdam ko ay hindi na ako makakapag-function nang normal dahil sa scam, paano ko ito haharapin?"
emotional_support,Paano ko mapipigilan ang sarili ko sa pag-iisip na may gagawin pa ring masama sa akin?
emotional_support,"Nararamdaman ko ang matinding galit sa scammer, paano ko ito haharapin nang wasto?"
emotional_support,Paano ko mapapawi ang galit ko sa scammer para makapanatag ang aking kalooban?
emotional_support,"Gusto kong maghiganti sa scammer, normal ba ang nararamdamang ito?"
emotional_support,Paano ko makukuha ang closure pagkatapos ng scam kahit hindi na mabawi ang pera?
emotional_support,Paano ko matutukoy kung handa na akong harapin ang mga bagong relasyon online matapos ma-scam?
emotional_support,Paano ko malalaman kung okay na ang aking emosyon para muling makihalubilo sa iba?
emotional_support,"Nakakaramdam ako ng pag-aalangan sa lahat ng tao online, paano ko ito malampasan?"
emotional_support,Paano ko mabubuo ulit ang tiwala sa sarili ko pagkatapos ng scam?
emotional_support,Paano ko malalaman kung handa na akong muling mag-transact online?
emotional_support,Paano ko mapapatunayan sa sarili ko na hindi ako tanga kahit na-scam ako?
emotional_support,Paano ko matatanggap na ang na-scam ay hindi kahulugang mahina o bobo ako?
emotional_support,"Kahit matalino at maingat na tao ay nae-scam din, paano ko ito tanggapin para gumana sa akin?"
emotional_support,Paano ko mapapalakas ang aking self-worth matapos na maging biktima ng scam?
emotional_support,Paano ko malalaman kung lumalaban na ako o tumatanggap pa lang ng nangyari?
emotional_support,Paano ko matatanggap ang katotohanang biktima ako nang walang paninisi sa sarili?
emotional_support,Paano ko matatanggap ang nangyari at sisimulan ang bagong kabanata ng aking buhay?
emotional_support,Paano ko gagamitin ang masakit na karanasang ito para maging mas malakas?
emotional_support,Paano ko malalaman kung natututo na ako mula sa scam o natigil pa rin ako?
emotional_support,Ano ang magagawa ko para maging produktibo ulit matapos ang masamang karanasan sa scam?
emotional_support,Paano ko masisigurado na ang scam ay magiging dahilan ko para lumago at hindi para bumagsak?
emotional_support,Paano ko maabot ang punto kung saan matatawa na ako sa nangyari sa halip na malungkot?
emotional_support,Paano ko malalaman kung handa na akong pag-usapan ang aking karanasan sa scam nang walang sakit?
emotional_support,"Paano ko matatandaang ang scam ay nangyari sa akin, hindi gawa ko?"
emotional_support,Ano ang mga positive na bagay na maaaring matuto mula sa masamang karanasan sa scam?
emotional_support,Paano ko malalaman kung nagre-recover na ako o nagpapanggap lang na okay?
emotional_support,Paano ko masusuportahan ang sarili ko sa mga araw na pakiramdam ko ay bumabagsak ulit?
emotional_support,Paano ko malalaman kung kailan okay na para muling magtiwala at mangahas sa bagong bagay?
emotional_support,Paano ko mahaharap ang takot na mabiktima ulit ng scam?
emotional_support,Paano ko masisigurado na hindi mauulit ang trauma ng scam sa akin?
emotional_support,"May mga araw pa rin akong masama matapos ng scam, normal ba ito?"
emotional_support,Paano ko malalaman kung lumalayo na ang emosyonal na epekto ng scam sa akin?
emotional_support,Paano ko malalaman kung ang aking pag-recover mula sa scam ay normal ang takbo?
emotional_support,"Hindi pa rin ako okay kahit matagal na ang scam, may problema ba sa akin?"
emotional_support,Paano ko malalaman kung nag-i-improve na ang aking mental health matapos sa scam?
emotional_support,Paano ko mapapabilis ang aking pag-recover mula sa emosyonal na epekto ng scam?
emotional_support,Ano ang mga signs na nagre-recover na ako sa trauma ng scam?
emotional_support,Paano ko mapananatili ang positibong mindset habang nagre-recover mula sa scam?
emotional_support,Paano ako makakahiling ng tulong sa ibang tao nang hindi nararamdamang mahina?
emotional_support,Okay lang bang umiyak at maging malungkot sa loob ng matagal matapos ma-scam?
emotional_support,Ano ang pinaka-epektibong paraan para mapawi ang nararamdaman matapos maloko?
emotional_support,Paano ko mapoprotektahan ang aking sarili emotionally para hindi na maulit ang ganitong karanasan?
emotional_support,Ano ang self-care practices na makakatulong sa akin matapos ma-scam?
emotional_support,Paano ko malalaman kung ano ang tamang self-care para sa aking sitwasyon matapos ma-scam?
emotional_support,Ano ang mga aktibidad na makakatulong para mabawi ang positibong enerhiya matapos ma-scam?
emotional_support,"Paano ko malalaman kung ang pagkain, tulog, at ehersisyo ay makakatulong sa aking pag-recover?"
emotional_support,Paano ko masisigurado na ang pag-recover ko ay holistic at hindi lang panlabas?
emotional_support,Paano ko matatanggap ang tulong ng iba nang hindi nararamdamang utang na loob?
emotional_support,May paraan ba para maging maayos ulit ang relasyon ko sa pamilya pagkatapos ng scam?
emotional_support,Paano ko mahaharap ang pamilya na nagtatampo dahil hindi ko sinabi agad ang nangyari?
emotional_support,Paano ko muling mabubuo ang tiwala ng aking asawa matapos malaman na na-scam ako?
emotional_support,Paano ko malalaman kung ang aking karanasan sa scam ay nakakaapekto na sa aking mga relasyon?
emotional_support,Paano ko maaayos ang epekto ng scam sa aking relasyon sa ibang tao?
where_to_report,Paano ako magre-report ng online dating scam sa authorities o platform?
where_to_report,Saan ako pwedeng mag-report ng scam?
where_to_report,Paano ko irereport ang scam na nangyari sa akin?
where_to_report,Ano ang mga kailangan ko para makapag-report ng scam?
where_to_report,Sino ang dapat kong lapitan para ireport ang online scam?
where_to_report,Paano ko ipapaalam sa tamang ahensya ang nangyari sa akin?
where_to_report,Ano ang mga hakbang para makapag-report ng scam sa Pilipinas?
where_to_report,Saan ko dapat irereport ang online scam sa Pilipinas?
where_to_report,May opisyal na lugar ba para mag-report ng scam?
where_to_report,Paano ko makukuha ang tulong ng gobyerno pagkatapos ma-scam?
where_to_report,Ano ang tamang proseso ng pag-report ng scam?
where_to_report,Paano ko sisimulain ang pag-report ng scam na nangyari sa akin?
where_to_report,Ano ang unang dapat gawin para maireport ang scam?
where_to_report,Saan ako makakakuha ng tulong kung na-scam ako online?
where_to_report,Paano ko irereport ang scammer sa pulis?
where_to_report,Saan ang pinakamalapit na tanggapan para mag-report ng online scam?
where_to_report,Paano ko makokontak ang NBI para mag-report ng cybercrime?
where_to_report,Ano ang NBI Cybercrime Division at paano sila makokontak?
where_to_report,Paano mag-file ng reklamo sa NBI tungkol sa online scam?
where_to_report,Saan ang opisina ng NBI Cybercrime Division?
where_to_report,Ano ang proseso ng pag-report sa NBI?
where_to_report,Paano ko irereport ang scam sa PNP Anti-Cybercrime Group?
where_to_report,Ano ang PNP ACG at paano sila makokontak?
where_to_report,Paano mag-file ng reklamo sa PNP Anti-Cybercrime Group?
where_to_report,Ano ang contact number ng PNP Anti-Cybercrime Group?
where_to_report,Saan makikita ang opisina ng PNP ACG?
where_to_report,Paano ko irereport ang scam sa DTI?
where_to_report,Ano ang papel ng DTI sa pag-report ng online scam?
where_to_report,Paano mag-file ng reklamo sa DTI tungkol sa online shopping scam?
where_to_report,Saan ako pwedeng mag-reklamo tungkol sa pekeng online seller?
where_to_report,Paano ko irereport ang scam sa BSP?
where_to_report,Ano ang papel ng BSP sa pag-report ng financial scam?
where_to_report,Paano ko irereport ang unauthorized na transaksyon sa aking bank account?
where_to_report,Saan ko dapat irereport kung may kumuha ng pera sa aking bank account nang walang pahintulot?
where_to_report,Paano ko irereport sa bangko ang nangyaring scam?
where_to_report,Ano ang dapat gawin sa bangko pagkatapos ma-scam?
where_to_report,Paano ko irereport ang GCash scam sa GCash mismo?
where_to_report,Saan ko irereport kung may kumuha ng pera sa aking GCash?
where_to_report,Paano ko kokontak ang GCash customer support para sa scam report?
where_to_report,Ano ang proseso ng pag-report ng scam sa GCash?
where_to_report,Paano ko irereport ang Maya o Paymaya scam?
